Merchant ID,Merchant Name,Legal Entity Name,Store ids,Store Name,Offer ID,Offer Name,Offer Details,Offer Amount,Commission Rate,Vat Inc/Vat Ex,Voucher Type/Offer Type,Merchant Type,Start Date,End Date,Billable Date,Fulfillment Types,Business Address,Email Address
f30bf19f-71a5-4f88-a9b2-18ed64f3df52,Cabalen Robinsons Place Manila,MARIA FRANCES CORP.,3a2b5da6-0a17-457b-b263-4d5e092451d4,Cabalen Robinsons Place Manila,CABALEN5,CABALEN5,4+1 promo (at least 4 paying adults and the 5th person eats free),,8%,VAT Ex,Coupled,secondary,2/14/2024,5/13/2024,05/29/2024,"LEAD GEN , MAPS",,
f30bf19f-71a5-4f88-a9b2-18ed64f3df52,CABALEN SM MEGAMALL,MARIA FRANCES CORP.,84e1d594-3284-4a2a-b03a-9e50e16d0281,CABALEN SM MEGAMALL,CABALEN5,CABALEN5,4+1 promo (at least 4 paying adults and the 5th person eats free),,8%,VAT Ex,Coupled,secondary,2/14/2024,5/13/2024,05/29/2024,"LEAD GEN , MAPS",,
d930b796-2a3f-46a5-880a-e2a71ccd3274,Frankie's New York Buffalo Wings SM Sta. Mesa,BIGGEST BADDEST WINGS RESTAURANTS INC,80d298d0-3df8-4721-a1ae-92393e435525,Frankie's New York Buffalo Wings SM Sta. Mesa,,,,,,,MAPS,secondary,,,,MAPS,,
b8f82478-dcdb-4c65-ac34-e1f3f7fae3ba,Mantra,Mantra Group Inc.,"a66745cf-28ba-485d-b175-e25be619f5b3,4013427a-15af-49d3-b839-05b2b4c4eeac,d05853bb-8ecd-421a-a9c6-ce0f9a7f80ad",Mantra,,,,,,,MAPS,secondary,,,,MAPS,,
37c5d54e-50da-40d8-8fcb-c9e64a4eaf4d,Avocadoria SM Mall of Asia,AFBI REFRESHMENT STORE CORP,7d2dd61c-4081-41f4-824a-1f53e97b3858,Avocadoria SM Mall of Asia,,,,,,,MAPS,secondary,,,,MAPS,,
37c5d54e-50da-40d8-8fcb-c9e64a4eaf4d,Avocadoria SM City Sky Garden,AFBI REFRESHMENT STORE CORP,f09db56e-a60c-4b88-9238-34899b5103b9,Avocadoria SM City Sky Garden,,,,,,,MAPS,secondary,,,,MAPS,,
37c5d54e-50da-40d8-8fcb-c9e64a4eaf4d,Avocadoria SM City Center,AFBI REFRESHMENT STORE CORP,0bead7ed-fb6b-4580-be3a-d6c5d14f407e,Avocadoria SM City Center,,,,,,,MAPS,secondary,,,,MAPS,,
37c5d54e-50da-40d8-8fcb-c9e64a4eaf4d,Avocadoria SM City Lipa,AFBI REFRESHMENT STORE CORP,7848dffd-e4ca-4ccf-8f30-e68bb70b36b7,Avocadoria SM City Lipa,,,,,,,MAPS,secondary,,,,MAPS,,
37c5d54e-50da-40d8-8fcb-c9e64a4eaf4d,Avocadoria Mitsukoshi Mall,AFBI REFRESHMENT STORE CORP,3d84ff9b-270f-4361-894d-5da741feb93f,Avocadoria Mitsukoshi Mall,,,,,,,MAPS,secondary,,,,MAPS,,
37c5d54e-50da-40d8-8fcb-c9e64a4eaf4d,Avocadoria SM City Grand Central,AFBI REFRESHMENT STORE CORP,a9dc0504-fe59-4b74-81fb-39e27a9487ca,Avocadoria SM City Grand Central,,,,,,,MAPS,secondary,,,,MAPS,,
37c5d54e-50da-40d8-8fcb-c9e64a4eaf4d,Avocadoria SM City Taytay,AFBI REFRESHMENT STORE CORP,72b6b237-e8e4-42c2-948f-0b21e43a59cb,Avocadoria SM City Taytay,,,,,,,MAPS,secondary,,,,MAPS,,
37c5d54e-50da-40d8-8fcb-c9e64a4eaf4d,Avocadoria UP Town Center Katipunan,AFBI REFRESHMENT STORE CORP,fcc0cf88-c32e-4380-b058-88fe876d211b,Avocadoria UP Town Center Katipunan,,,,,,,MAPS,secondary,,,,MAPS,,
97a99072-0acf-41f2-abf1-c32cc5994f41,White House Taguig,BAYANI GOURMET CUISINE INC.,d2b4f6a7-ea30-4035-9325-356b33b862b2,White House Taguig,,,,,,,MAPS,secondary,,,,MAPS,,
bf2754b7-c4f0-4ce6-a45f-831a480b2606,Shi Lin,Taipefoods Inc.,"0e3389ad-2c87-46e3-8a54-ba93a62a64f7,5b62f818-aac5-4002-8327-4378c1be0607,a9efe42a-766f-47bc-a57c-8601565f27ae,988c815e-ba58-4600-8e51-f29d64b8b737,2e2e36c6-3b74-41cc-8e05-8974abff54bc,6496dc7b-8434-49f4-9641-7e0c8d7b3a5b,b7efb8e5-7336-428f-96c4-375bd339a872,ac245143-90ed-40dd-8da9-b779b5ddde49,f1f47ff1-13a3-4f2e-8ebb-4c48f4a4ce85,11cf47d1-7f9d-4d4f-b07b-842c3d277a38,3b2746fe-c417-412c-bc8e-11e33c01955a",Shi Lin,SHILIN500,SHILIN500,"500 off, minimum spend 2,000 (Only Valid Monday-Thursday 2-6pm)",,10%,VAT Inc.,Coupled,secondary,2/14/2024,,,"LEAD GEN, ,MAPS",,
2ac46142-cfc9-426c-9643-3a899d90d588,Yuujin,Maeda's Japanese Cuisine Inc.,b20bcc06-aa3c-4088-b15d-9c575ba3bcdb,Yuujin,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
6d2641c1-b5e2-49dd-b650-67e11bb98479,PickUp Sticks,HBros Food Cart ( Jose Mari Haboc),99a0845b-19ed-406c-b5bd-d4b4491618e2,PickUp Sticks,,,,,,,MAPS,secondary,,,,MAPS,,
2c62a816-7f29-42df-92ea-55e553def9a8,Manduca Taberna,Manduca Foods Corp,db24f2e8-2a49-49e5-b350-ecb520c88d8c,Manduca Taberna,,,,,10%,VAT Inc.,Coupled,secondary,,,,"LEAD GEN, MAPS",,
87e26a47-729c-4a55-8bf0-bcd3984aa42e,La Guaja,La Guaja Restaurant ( Mischell Masamayor Alberto),38bef916-95f7-4a76-bd9b-f7da8f6c6925,La Guaja,,,,,10%,VAT Inc.,Coupled,secondary,,,,"LEAD GEN, PEPSI, MAPS",,
1af5e636-1157-4065-884d-0ab4995f4d9a,Jatujak Thai Restaurant SM Aura,SUANLUM CORP,8785bc6b-3730-4e7f-81bb-f0d832c9a941,Jatujak Thai Restaurant SM Aura,UBJATUJAK400,UBJATUJAK400,"
400 pesos off with min. spend of 2000 pesos (Exclusive to UB card holders and new Booky users only. Available M-F 2-6pm only)",,10%,VAT Inc.,Coupled,primary,2/28/2024,,,"LEAD GEN, PEPSI, MAPS",,
1af5e636-1157-4065-884d-0ab4995f4d9a,Jatujak Thai Restaurant SM Mall of Asia,SALATHIP FOODS INC,21d8501e-e575-41f1-bc9c-2512b473edbe,Jatujak Thai Restaurant SM Mall of Asia,UBJATUJAK400,UBJATUJAK400,"
400 pesos off with min. spend of 2000 pesos (Exclusive to UB card holders and new Booky users only. Available M-F 2-6pm only)",,10%,VAT Inc.,Coupled,primary,2/28/2024,,,"LEAD GEN, PEPSI, MAPS",,
1af5e636-1157-4065-884d-0ab4995f4d9a,Jatujak Thai Restaurant SM San Lazaro,SILOM FOODS INC,c4a8cade-150a-48e0-a05c-cc5f30ed25e4,Jatujak Thai Restaurant SM San Lazaro,UBJATUJAK400,UBJATUJAK400,"
400 pesos off with min. spend of 2000 pesos (Exclusive to UB card holders and new Booky users only. Available M-F 2-6pm only)",,10%,VAT Inc.,Coupled,primary,2/28/2024,,,"LEAD GEN, PEPSI, MAPS",,
783c88c2-63ab-4db0-86d0-f85d622009e8,Easy Tiger- Podium,SUANLUM CORP,168cda49-153e-4378-9bed-e94e3ed0a579,Easy Tiger- Podium,"ET200OFF
ET400UB","ET200OFF
ET400UB","
400 pesos off with min. spend of 2000 pesos (Exclusive to UB card holders and new Booky users only. Available M-F 2-6pm only)",,10%,VAT Inc.,Coupled,secondary,2/28/2024,,5/28/2024,"LeadGen, Pepsi, MAPS",,
783c88c2-63ab-4db0-86d0-f85d622009e8,Easy Tiger - Mall of Asia,SALATHIP FOODS INC,0c836cc9-6f89-4de6-8832-99b50a804cc2,Easy Tiger - Mall of Asia,"ET200OFF
ET400UB","ET200OFF
ET400UB","
400 pesos off with min. spend of 2000 pesos (Exclusive to UB card holders and new Booky users only. Available M-F 2-6pm only)",,10%,VAT Inc.,Coupled,secondary,2/28/2024,,5/28/2024,"LeadGen, Pepsi, MAPS",,
783c88c2-63ab-4db0-86d0-f85d622009e8,Easy Tiger - Uptown BGC,SALATHIP FOODS INC,d6cb08dd-5245-4d3f-8a80-2006fc67d0ed,Easy Tiger - Uptown BGC,"ET200OFF
ET400UB","ET200OFF
ET400UB","
400 pesos off with min. spend of 2000 pesos (Exclusive to UB card holders and new Booky users only. Available M-F 2-6pm only)",,10%,VAT Inc.,Coupled,secondary,2/28/2024,,5/28/2024,"LeadGen, Pepsi, MAPS",,
bff22504-49fb-4050-b542-3c8cec68bdc6,BEL Iloco,"Bel Iloco ( Purugganan, Alfonso Dyson	)",a294a488-51e9-42ba-b4b7-0f18c3f8ac26,BEL Iloco,"BELEMPANADA
BELUBFREE","BELEMPANADA
BELUBFREE","
 Buy any noodle + empanada, get sago't gulaman for free (Exclusive to UB card holders and new Booky users only. Available M-F 2-6pm only)",,,,Coupled,secondary,2/28/2024,,5/28/2024,"LeadGen, Pepsi, MAPS",,
924027af-f7c9-4ef5-8758-e1b1ee2880de,Kachi Cafe and Collectibles,Kachi Collectibles Cafe Corporation,d14bf2bf-adc1-4340-99b7-10551149bd41,Kachi Cafe and Collectibles,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
e7bd9474-9647-4f24-ae68-408762eb6b0f,Good Pastry Cafe,Good Pastry Chef ( Juliet Bacolor),c8528a13-7aec-4b5d-ac20-3c2a088e2509,Good Pastry Cafe,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
d86b8f9d-9c45-42b5-850d-bab8a316b9fd,Gustaco,Gustacos Restaurant ( Mathew Jan Patrick Javelosa Timario),e72290d1-57bd-4d0b-88f4-0485d3b514f2,Gustaco,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
60ea44f2-660b-4ca3-ab76-f274579445cb,Tonio's Restaurant,"Tonio's Restaurant	 ( Anthony Pascual Cruz)",115dbb7d-80a9-4009-9196-bde104be2e70,Tonio's Restaurant,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
1c3380af-330e-49a4-b139-63fd920c4f8d,Pancake House - Catering,Max's Group Inc,0ba463de-52dd-46e6-a001-481b7204aea5,Pancake House - Catering,,,,,,,MAPS,secondary,,,,MAPS,,
9a6d8c3c-d475-450b-8e32-b7ba131d5dfc,Ae.Cafe La Union,AE Cafe Corporation,9c44067c-d75c-45f5-9ab7-c03653add918,Ae.Cafe La Union,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
9c8d01ba-49ac-4d4a-ad18-ab969412bbc1,Ikigai Ramen,Malou-Maru ice cream Production (Heroein Tenorio Simbulan),4cc09775-2eed-4b70-8509-fe3b34d498c5,Ikigai Ramen,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
9a6d8c3c-d475-450b-8e32-b7ba131d5dfc,Ae Cafe ( Bacoor and Imus),AE Cafe Corporation,"0e76ab4e-ec49-443a-a093-0cee4fc515c1,278e66f5-725c-422d-b9ff-6603ca7ed103",Ae Cafe ( Bacoor and Imus),,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
1daf9dbe-966a-4d7c-910c-3d828e0a775d,Meat'In Place,Jonalyn's Meat in Place Diner ( Jonalyn Cruz Mendoza),36d2e61d-1667-4e22-ba4f-81a1955c8b75,Meat'In Place,,,,,,,"MAPS",secondary,,,,"MAPS",,
38818a3f-0b41-4a2f-b4dc-cc78667f733e,IINE Japinoy Fusion Food Store,IINE Japinoy Fusion Food Store ( Adrian Genki M. Seike),1076b610-4be6-4294-be2e-39f2f03b935b,IINE Japinoy Fusion Food Store,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
6b7ab708-2a51-46c6-bbe3-6530b3b3d2ed,Little Tokyo Milk Tea,Little Tokyo Milk Tea Tea House (Brendalyn Abad Mati),97313f9d-6ad5-4364-8b03-2385c0cb3af7,Little Tokyo Milk Tea,,,,,,,"MAPS",secondary,,,,"MAPS",,
78f01852-a565-4c40-ad4a-57c0df4ff915,The Bad Burritos,Bad Burritos Fast- Food Chain (Daryl James Badilla),c9ef58bf-f13a-4dc0-90c1-9eaffedaf03b,The Bad Burritos,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
5cbcee43-8b82-46b7-948a-f7fcf3965ecc,Big Guys! Pizza,"BIG GUYS PIZZA PHILS., INC.","d67a0676-b75f-46c4-8be0-4448ad68e594,384e6cef-0f6f-4056-be28-83bec6ae3bdb,5a95821e-a3af-47f1-be2d-911c60f44ec9,170e2ce4-6661-41d0-893f-131f4acca10a,7b9405bd-9013-4106-a753-5da8a4f2f59b,6cc826c7-4b29-4a83-b6fe-44a114803130,6416e0c6-b8f2-4087-85c5-62ffb7fa89e6,a6a1f0b4-3984-4a96-99f2-43b9db3a82ee",Big Guys! Pizza,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
2aba150e-9b0b-41c6-885c-0a909d9d6a4b,Hotties Gourmet Sausages,JK's Hotties (Joseph Kenneth Erispe),d7fc154c-937a-4693-9d31-8510bc07cd1c,Hotties Gourmet Sausages,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
e36f90d1-e799-455c-9eea-9ab7552d7215,Cache Coffee & Cocktails,Cache Collective Inc.,1dee5728-709d-4c94-a1c0-e8d2e44ae993,Cache Coffee & Cocktails,"8AM-11AM - CACHE200AM
2PM-6PM - CACHE200PM","8AM-11AM - CACHE200AM
2PM-6PM - CACHE200PM","P500 off for a min spend of P2,500
Single availment per table only and excludes all bottled hard liquors and other promos
For Unionbank Credit Card Holders only",,10%,VAT Inc.,,secondary,4/15/2024,8/15/2024,10/15/2024,"MAPS, Pepsi",,
1e5adcbe-bc15-42e7-a9a4-73c8c16ca5cd,Cup N' Shop,Cup ' N' Shop (Rosalia Laderas),2129a73f-07e6-43b4-af13-9555874c52bf,Cup N' Shop,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
df9053ff-dac2-43b2-88be-caf5fe8cca53,Auring's,Auring's Restaurant (Danarae M. Benisano),ddc79ca3-d7de-4af7-89d4-e96f948978fc,Auring's,"AURINGS20OFF
AURINGS250","AURINGS20OFF
AURINGS250","Offer 1: 20% off with a minimum spend of P3000 and a maximum discount of P400
Offer 2: P250 off with a minimum spend of P1500, from Sundays to Thursdays, 1-4PM",,10%,VAT Inc.,,secondary,1/22/2024,2/22/2024,4/21/2024,"LeadGen, Pepsi, MAPS",,
54a1d4c9-2eaa-40ce-b943-4952414dc305,Commune,"B.U. Juan Enterprises, Inc.",9382b013-29bc-4b41-81b0-1a173540728b,Commune,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
6e100609-e2c0-4b66-ab27-de589baa7484,Vitals Coffee & Bread,"Vitals Group, OPC",2e14187c-3529-4b71-bdc3-e7c9ce132234,Vitals Coffee & Bread,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
93ec6bf1-1418-4e54-8a5a-8dd3fc071a13,"G? Unliwings, Ribs & More",G UNLIWINGS RESTAURANT (Neil Adrian Azurin),fbf18645-c599-4bf0-8b10-ee98d27387ac,"G? Unliwings, Ribs & More",,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
0018993e-5d2f-4ea4-acd7-d28d202182dc,Mensakaba Geishu,Mensakaba Geishu Ramen House ( Ma. Alina Hotta),0a225991-e713-4bc0-b510-5f82e76af735,Mensakaba Geishu,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
52a90f7d-d325-4e03-bef5-320619183906,The Hubstop Cafe,CREDEV INC.,"f84e1989-0918-48e7-8fff-fbefd3954a34,9f433766-65c9-4450-9d63-b24dbde66b23,1db9400f-f369-4f18-9762-08fa3a5424c0",The Hubstop Cafe,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
cd336d5b-d007-474e-939b-85ff0b3fb8e1,12/6 Chicken & Pica Pica House,Cristopiy Food House ( Nestor Maraguinot) -12/6 Chicken & Pica Pica House,05600d3e-95b0-4d7f-a760-cec386db39c1,12/6 Chicken & Pica Pica House,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
96714a1c-31fa-47bf-9533-5c30280ff34d,Dos Coffee,Cristopiy Food House ( Nestor Maraguinot) - DOS Coffee,3cdcb3fb-e759-4e17-9106-2decec4b7699,Dos Coffee,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
36ced720-1e08-4f45-a4c0-51d08625120e,Chebi Webbi,SOFTIES ENTERPRISES INC.,469c18f5-a9cb-4e81-b140-e44d501af562,Chebi Webbi,,,,,,,"MAPS",secondary,,,,"MAPS",,
39f7fea4-6ec3-42d3-b15e-00cfc5b87c70,The Thai Plate,Thaiplate Restaurant (Warlyn Sookrojnirun),b8a058b0-4649-4066-a9c7-6b9a2cb06574,The Thai Plate,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
f44332c2-47ba-4310-9ddb-0cbfb5137c19,Cafe Pura,Pura Realty and Development Corporation,d440d2c1-600d-4ce6-b701-619a13e86ebe,Cafe Pura,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
2f29e9e6-d019-4dbf-8b3f-ba3894c9bbef,Tadeo Fil Mexican Comfort Food,TadeoFilmex Restaurant (Chino Cayetano),dee7461c-3f31-4f91-bb82-8b5e64e4ca53,Tadeo Fil Mexican Comfort Food,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
c25f8368-5599-4cfd-9b01-26407ce86268,Buddha's Belly,Buddha's Belly Dimsum House (Geoffrey Penaloza Dee Tan),"a4d4640d-25d3-4124-84ee-08c3f13778be,115a11b9-e0ca-496f-971c-c34587f2d7a7",Buddha's Belly,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
41e9652e-bf93-4960-9409-097a3fd30619,Cups of Dawn,Cups of Dawn Coffee Shop ( Naomi Dawn Diezmo),b2473731-1208-4f9c-bb4d-ab4a8847be3f,Cups of Dawn,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
ff958cf1-8081-43e6-b3c0-ca3dc323bd4d,Good Papa Kitchen x Café,Gubby and Hamy Inc.,386e4906-09a5-4e88-93c2-8d297fc83fe1,Good Papa Kitchen x Café,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
1f5cd24b-4385-46b8-9b25-8019c2afbd3d,The Smokery,"Cinco, Lorenzo Milan Adan		",30faae1d-eb0e-4eb5-a4c4-b53498c80b86,The Smokery,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
c8dd9c90-5a7e-4ba0-a632-383de0928565,Kalinaw Coffee Co. West Triangle QC,KALINAW COFFEE CO,d4a5ba4a-eab6-4c53-9de2-dfabadcbfe2d,Kalinaw Coffee Co. West Triangle QC,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
d518f693-fe72-4efb-a3b5-3443ab95e2da,Taste of Czaczacza SM City Southmall,TCCC Cakes and Cafe Inc,5a3c7b9c-c06f-4704-86f7-4b39e4333551,Taste of Czaczacza SM City Southmall,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
d518f693-fe72-4efb-a3b5-3443ab95e2da,Taste of Czaczacza SM City San Mateo 3rd Floor,TCCC Cakes and Cafe Inc,26353780-1593-4359-b65a-648abe55d0a6,Taste of Czaczacza SM City San Mateo 3rd Floor,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
d518f693-fe72-4efb-a3b5-3443ab95e2da,"Taste of Czaczacza SM City North EDSA,  SM City Marikina,SM City Masinag, SM San Mateo GF",TCCC Cakes and Cafe Inc,"d91d4861-73bb-4214-80a0-d53201f7f7d7,1902d77a-d2bc-47e5-b89c-572b49c92b0b,c48c92b9-2f67-4343-a05b-e4758f99efd5,23322e55-43af-4fb4-b0c7-26999bc9a538","Taste of Czaczacza SM City North EDSA,  SM City Marikina,SM City Masinag, SM San Mateo GF",,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
c8dd9c90-5a7e-4ba0-a632-383de0928565,Kalinaw Coffee Co. Pasig,Kalinaw Coffee Shop (Eljay Myca Dela Cruz Dizon),b88afcb1-06fc-4b62-bd0b-e0bba1f71614,Kalinaw Coffee Co. Pasig,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
badf88e8-8a81-4db7-844d-9ea7b7d175c1,Nikki’s Gastropub,Nikki’s Gastropub (Mark Anthony Tam Sultan),0b51377a-9a28-484a-85a4-f07921b55527,Nikki’s Gastropub,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
e782c67d-3f46-4031-8d1b-5b9ac64911e3,The Elephant House,Visum Ventures Inc.,d147c1d7-06b2-4994-b372-e667fdef5d3d,The Elephant House,,,,,,,"MAPS",secondary,,,,"MAPS",,
4bb612c0-1571-4b91-a597-5308251db5d1,Bacsilog' Food House,Bacsilog' Food House ( Carlo Alvin De Jesus),e9990dd3-d6e8-4371-abde-1f023244787e,Bacsilog' Food House,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
beaf2592-ff9b-4a76-868f-27c0b5dee665,Arch Shawarma & Zofi Smooteas,Q. Tea & Shawarma Food and Beverage House(Qutife Luab),56e97ff8-07bd-4863-a0ab-20334db78e51,Arch Shawarma & Zofi Smooteas,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
d8609b07-6caa-403a-8ddf-c6aa77b87ca3,Domenic's Japanese Foods,Domenic Ramen House(Domino Salvador),744c755b-8556-4070-8bb5-6cad46954bd4,Domenic's Japanese Foods,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
2b7e8646-3ea9-4904-a26e-e3126d75a79c,Katsu House,"Lauralei Cuisineur Enterprise	( Maria Laura Elaine C. Mejias)",0ba93409-2230-4a6a-a7a2-5399c60c40e0,Katsu House,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
ecc1d3bd-c61e-4c61-ab0d-933ade4ef8d5,Phetron Restaurant,Phetron Restaurant (Rufino Angeles),0d29d1ee-27fc-49df-8c0a-c8934863003e,Phetron Restaurant,,,,,,,MAPS,secondary,,,,MAPS,,
0c30636a-16f0-4706-9cd6-9175ba31118a,Le Fleur Cafe,Le Fleur Cafe ( Chelsea Anne Soriano Quiambao),c57cadd6-df11-48f9-97a7-06035a6d5a34,Le Fleur Cafe,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
c1174f83-bf01-401b-a683-d735ad8270e2,Kirakuya Ramen,Kirakuya Ramen Corp.,"973bef61-39cf-426d-a75b-52c3452e840d,d8e47219-1b39-4a6f-b6f1-ee76c9decae0",Kirakuya Ramen,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
1717e22b-6af2-4800-84c1-d8ef5b5136e4,825 Pizzeria,Satiate Inc,2bd49a55-54e8-4dfe-9a76-0a4a2a6a8b13,825 Pizzeria,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
e84763ca-565d-48f7-a914-0fe2a94a945b,Kabsa.ph,Kabsa.PH Food Store (Willy S. Yabes),111afcdf-a3a9-4130-87ea-7f91bd042ada,Kabsa.ph,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
80b30a6b-8dec-4ee9-97a0-e9de15caf55d,Hidden Vietnam Commonwealth,MMELV Food Incorporated,c4ce7bf8-8e32-4707-ae29-710b64321914,Hidden Vietnam Commonwealth,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
e9474463-69aa-42aa-84e1-4e19a4582b4a,Profound + Kitchen,Profound - Kitchen Coffee Shop (Michael Dennis Navarra),00b72aa0-8e9f-43e0-aba7-3663d5312bcd,Profound + Kitchen,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
0a5786d5-7675-468e-93d4-adc98f0c04ed,Kalsada Burger Pembo,Golden 3 Three Franchising Corp,13907c70-5f0d-444d-8993-e35533b939d3,Kalsada Burger Pembo,,,,,,,"Delivery-3PL, MAPS",secondary,,,,"Delivery-3PL, MAPS",,
f8f98a7d-a540-4899-b493-6c49457c8bda,Bored Egg Dasmarinas,CHANTEA PHILIPPINES CORPORATION,7e7caac5-a33a-404d-83af-0af46b433f20,Bored Egg Dasmarinas,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
f8f98a7d-a540-4899-b493-6c49457c8bda,Bored Egg Binondo,CHANTEA PHILIPPINES CORPORATION,b18f7223-aa0b-4d68-85e6-27ab6c2e47c7,Bored Egg Binondo,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
f8f98a7d-a540-4899-b493-6c49457c8bda,Bored Egg BF Homes,CHANTEA PHILIPPINES CORPORATION,1ab2115a-2f9c-4b50-b2f6-dd8ad06b35c2,Bored Egg BF Homes,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
9303e7ad-6734-414f-ba5d-dff023fe2ee0,Czaczacza Cafe,TCCC Cakes and Cafe Inc,bbff658d-1221-4a19-87b1-91d855825efe,Czaczacza Cafe,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
d518f693-fe72-4efb-a3b5-3443ab95e2da,Taste of Czaczacza SM Sta. Mesa,TCCC Cakes and Cafe Inc,,Taste of Czaczacza SM Sta. Mesa,,,,,,,"MAPS, Pepsi",secondary,,,,"MAPS, Pepsi",,
ef5decfd-b980-41e8-8485-c0becc8cfa4e,Everyday Coffee Roasters ( Hilltop),Everyday Hilltop -Coffee Roasting Services ( Andrea Francesca Tan),"ac85f382-4fad-4442-8d1d-72758ef4e813,a01a4495-e402-43e7-b5d9-a216793930a7,c8fe915f-0eb6-4370-9cf5-c9d4a396852d,722b53f8-161f-4255-a3a6-9e1be2b9a246,c57e7a01-841c-4a6a-9797-b0411f26ec28",Everyday Coffee Roasters ( Hilltop),"ECR100, ECR200","ECR100, ECR200","Offer 1: Las Pinas & Laguna
Php100 off with a minimum spend of Php550

Offer 2: Laguna & Batangas
Php100 off with a minimum spend of Php550

Offer 3: Quezon City
Php200 off with a minimum spend of Php1500",,10%,VAT Inc.,,secondary,9/29/2023,,12/29/2023,"MAPS, PEPSI",,
eebcfc53-b7a6-44ec-827f-4fd37d7482dc,Hermanos Taco Shop,HERMANOS NACHOS AND TACOS FOOD HOUSE ( Rosemarie Bautista),6e806f8e-32bc-4558-a9cf-acf2ff5ee4ef,Hermanos Taco Shop,UB400OFFHTS,UB400OFFHTS,"P400 off with a minimum spend of P2000 
*Available Everyday, Exclusive to New Booky users only or Unionbank card holders",,10%,VAT Inc.,,secondary,03/01/2024,,06/01/2024,"MAPS, PEPSI",,
52087b92-8f84-4e31-869b-4d35c6390467,70's Kimchi,70s Kimchi Head Office Services ( Brendalyn Ramirez),"d2ba5d3c-8f7c-4067-9e34-818cce1df5e9,",70's Kimchi,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
9626138d-4e94-4185-b262-49156a9af011,Murphy's,FKN VENTURES INC,f2b4b78d-7434-440b-b86d-ded27ac0cb9b,Murphy's,,,,,,,"MAPS, PEPSI",secondary,,,,"MAPS, PEPSI",,
